id,departtime,from,to,vehicleClass,algorithm
219,43232,1961071600,1961290301,C,0
220,43233,1451111700,1450065701,C,0
221,43233,1450337900,1450336800,C,0
222,43233,1960065401,1451069400,C,0
223,43233,1451091800,1450925700,C,0
224,43233,1450056356,1451090700,C,0
225,43233,1961062600,1960053300,C,0
226,43233,1451188601,1961044300,C,0
227,43234,1450573713,1960048001,C,0
228,43234,1451193401,1451106100,C,0
229,43234,1961204201,1450053410,C,0
230,43234,1450064400,1450810402,C,0
231,43234,1961294401,1451085300,C,0
232,43234,1960988000,1960073603,C,0
233,43235,1450053500,1450909100,C,0
234,43235,1451046900,1451112500,C,0
235,43235,1960006300,1961057500,C,0
236,43235,1961071800,1450810301,C,0
237,43235,1450809500,1450573716,C,0
238,43235,1451178601,1451079200,C,0
239,43235,1450573111,1960060202,C,0
240,43236,1961254701,1450573720,C,0
241,43236,1961072300,1961261601,C,0
242,43236,1450053200,1961058200,C,0
243,43236,1451116900,1960005702,C,0
244,43236,1450573702,1451100700,C,0
245,43237,1451179701,1960988300,C,0
246,43237,1960005801,1960001803,C,0
247,43237,1451101400,1450809101,C,0
248,43237,1961198201,1960064202,C,0
249,43237,1960068002,1451065700,C,0
250,43237,1451164201,1961042000,C,0
251,43237,1451141900,1450068900,C,0
252,43237,1451140300,1450993300,C,0
253,43237,1960047602,1451192501,C,0
254,43237,1960048001,1450056450,C,0
255,43238,1450069100,1451157301,C,0
256,43238,1451099100,1451104600,C,0
257,43238,1450421000,1960001703,C,0
258,43238,1451110500,1451084500,C,0
259,43238,1450055500,1451100500,C,0
260,43238,1450339100,1961069900,C,0
261,43238,1451089300,1450056452,C,0
262,43239,1960005600,1960059601,C,0
263,43239,1451189201,1961198401,C,0
264,43239,1960060701,1960068200,C,0
265,43239,1961267901,1960008901,C,0
266,43240,1450053600,1450002906,C,0
267,43240,1961298501,1960989800,C,0
268,43240,1960068200,1960081302,C,0
269,43240,1450675200,1450675100,C,0
270,43240,1961050500,1960006106,C,0
271,43240,1451118500,1451178101,C,0
272,43240,1960061500,1961205301,C,0
273,43240,1451053900,1451085700,C,0
274,43240,1450808003,1451089900,C,0
275,43240,1451118000,1450339000,C,0
276,43241,1450002500,1960244600,C,0
277,43241,1961267601,1960050600,C,0
278,43241,1960067000,1960073801,C,0
279,43241,1961059600,1961074700,C,0
280,43241,1451159401,1960065402,C,0
281,43241,1451111400,1450012003,C,0
282,43241,1451088600,1450813102,C,0
283,43241,1451107000,1960071406,C,0
284,43242,1960073900,1961054800,C,0
285,43242,1450336000,1450048602,C,0
286,43242,1960006400,1451048100,C,0
287,43242,1960530200,1960001804,C,0
288,43242,1960009608,1961265101,C,0
289,43242,1960990200,1960988800,C,0
290,43242,1450573217,1450994801,C,0
291,43242,1961048000,1960076800,C,0
292,43242,1451179101,1450918200,C,0
293,43243,1451048600,1450051002,C,0
294,43243,1450050003,1450915300,C,0
295,43243,1451078800,1450048501,C,0
296,43243,1960062400,1450050904,C,0
297,43244,1450673900,1451077500,C,0
298,43244,1451185201,1451166301,C,0
299,43244,1960241400,1450049102,C,0
300,43244,1450062500,1450994906,C,0
301,43244,1961055700,1451066700,C,0
302,43244,1450573621,1450065805,C,0
303,43244,1450811104,1451102000,C,0
304,43244,1961063700,1961267701,C,0
305,43244,1961264201,1961063400,C,0
306,43244,1960061500,1960986500,C,0
307,43244,1960052000,1451063600,C,0
308,43245,1450921600,1451100500,C,0
309,43245,1961031100,1450069501,C,0
310,43245,1451155401,1451187401,C,0
311,43245,1451102100,1451083700,C,0
312,43245,1960077100,1451094800,C,0
313,43245,1961297401,1960053500,C,0
314,43245,1451107500,1961069800,C,0
315,43246,1961044500,1451084400,C,0
316,43246,1961267301,1960991600,C,0
317,43246,1960048801,1451112400,C,0
318,43246,1960065402,1961056200,C,0
319,43246,1451053300,1960052900,C,0
320,43247,1960059702,1960060900,C,0
321,43247,1450062500,1961229601,C,0
322,43247,1451191901,1961062600,C,0
323,43247,1960073504,1960062900,C,0
324,43248,1451100000,1450044700,C,0
325,43248,1450049202,1451192501,C,0
326,43248,1450421500,1451091200,C,0
327,43248,1451115300,1960073900,C,0
328,43248,1960216700,1961071500,C,0
329,43248,1960073701,1960241300,C,0
330,43249,1961205701,1960062700,C,0
331,43249,1450908900,1451192201,C,0
332,43249,1451097300,1961237601,C,0
333,43249,1961057100,1451186401,C,0
334,43249,1960070204,1960062800,C,0
335,43249,1961067300,1960993200,C,0
336,43249,1961155700,1450063100,C,0
337,43249,1451097000,1960226600,C,0
338,43249,1451178901,1451116300,C,0
339,43249,1961259001,1961046900,C,0
340,43250,1960081301,1960073602,C,0
341,43250,1961206801,1960070204,C,0
342,43250,1960051900,1960071605,C,0
343,43250,1961075500,1961205401,C,0
344,43250,1961099600,1450813102,C,0
345,43250,1960530600,1960072401,C,0
346,43250,1450994903,1451177801,C,0
347,43251,1960004601,1961266501,C,0
348,43251,1451109400,1961065600,C,0
349,43251,1451186001,1450050003,C,0
350,43251,1450573712,1450809600,C,0
351,43251,1451074200,1451192201,C,0
352,43251,1450811403,1450046602,C,0
353,43251,1961046900,1960982400,C,0
354,43251,1451093500,1450924500,C,0
355,43251,1960070602,1961046900,C,0
356,43251,1451195701,1450573314,C,0
357,43251,1961072300,1960919100,C,0
358,43252,1961263901,1961257401,C,0
359,43252,1451071600,1451190101,C,0
360,43252,1451112000,1451091300,C,0
361,43252,1961155400,1960066401,C,0
362,43252,1961060500,1451088600,C,0
363,43252,1451205201,1451053200,C,0
364,43253,1961071600,1961199801,C,0
365,43253,1451090100,1450003007,C,0
366,43253,1961254601,1451053800,C,0
367,43253,1960068301,1960241200,C,0
368,43253,1450056446,1451069400,C,0
369,43253,1450046502,1451093400,C,0
370,43253,1451047800,1451083000,C,0
371,43254,1961232701,1961059500,C,0
372,43254,1450422116,1451093000,C,0
373,43254,1961261001,1451104100,C,0
374,43254,1451144100,1450421400,C,0
375,43255,1960243100,1960218700,C,0
376,43255,1451100400,1451187701,C,0
377,43255,1451194701,1451160701,C,0
378,43255,1960006001,1960078600,C,0
379,43256,1961298701,1961290301,C,0
380,43256,1451185601,1450810401,C,0
381,43256,1450337400,1960058900,C,0
382,43256,1450907400,1450055900,C,0
383,43256,1450422015,1450056452,C,0
384,43256,1450811102,1451093700,C,0
385,43256,1961265001,1960076604,C,0
386,43256,1450918900,1960058304,C,0
387,43257,1450814800,1451083100,C,0
388,43257,1960244700,1960244200,C,0
389,43257,1451096000,1451069500,C,0
390,43257,1451075700,1450056900,C,0
391,43257,1451138700,1450050904,C,0
392,43257,1451174801,1450991400,C,0
393,43257,1961256401,1450913400,C,0
394,43257,1960006104,1961257401,C,0
395,43257,1961206201,1960061300,C,0
396,43258,1961268101,1961200301,C,0
397,43258,1961062700,1961260201,C,0
398,43258,1450337500,1450421600,C,0
399,43258,1450069300,1450813606,C,0
400,43258,1960047602,1960983200,C,0
401,43258,1450994000,1451187401,C,0
402,43259,1451175501,1960056800,C,0
403,43259,1451109100,1451110400,C,0
404,43259,1451181501,1450009418,C,0
405,43259,1960983300,1450808402,C,0
406,43260,1451087200,1450573502,C,0
407,43260,1961062200,1961265801,C,0
408,43260,1450994600,1450009901,C,0
409,43260,1451141500,1960050500,C,0
410,43260,1961253701,1961064600,C,0
411,43260,1961301401,1960245100,C,0
412,43260,1961059200,1960002200,C,0
413,43261,1960070104,1960071306,C,0
414,43261,1450809201,1450813503,C,0
415,43261,1451185401,1960052500,C,0
416,43261,1451172401,1450044800,C,0
417,43261,1961174500,1450047701,C,0
418,43262,1450049202,1450812100,C,0
419,43262,1450015302,1961046900,C,0
420,43262,1451071600,1961232701,C,0
421,43262,1961031100,1450069402,C,0
422,43262,1451143400,1451139800,C,0
423,43262,1450422113,1960076001,C,0
424,43263,1961062100,1450420200,C,0
425,43263,1961294601,1960001803,C,0
426,43263,1451075100,1450050203,C,0
427,43263,1450050101,1960072402,C,0
428,43263,1450927600,1450812002,C,0
429,43263,1450041000,1961057400,C,0
430,43264,1451161301,1450339400,C,0
431,43264,1450911600,1451053700,C,0
432,43264,1451173901,1451089800,C,0
433,43264,1451075000,1450420300,C,0
434,43264,1451195601,1450815400,C,0
435,43264,1960056211,1961062200,C,0
436,43264,1960244000,1960060300,C,0
437,43264,1450573214,1450573318,C,0
438,43265,1961252901,1961198401,C,0
439,43265,1961265901,1961072200,C,0
440,43265,1960070204,1450573005,C,0
441,43265,1961206901,1961054300,C,0
442,43266,1451172801,1960229400,C,0
443,43266,1961207801,1451184701,C,0
444,43266,1451051900,1450066702,C,0
445,43266,1450915600,1961063000,C,0
446,43266,1960991500,1961074800,C,0
447,43266,1451189701,1450002905,C,0
448,43267,1451098500,1960074000,C,0
449,43267,1960696400,1960405300,C,0
450,43267,1451095200,1451191701,C,0
451,43267,1961299201,1961069800,C,0
452,43267,1450337200,1451055700,C,0
453,43267,1961205601,1960057300,C,0
454,43267,1451185301,1450923400,C,0
455,43268,1451143800,1960051502,C,0
456,43268,1451157301,1450050401,C,0
457,43268,1450573021,1451089900,C,0
458,43268,1961053400,1961264601,C,0
459,43268,1450908104,1960071800,C,0
460,43268,1450336300,1450069000,C,0
461,43268,1450057109,1450573721,C,0
462,43268,1451082800,1960530100,C,0
463,43269,1451101900,1450056450,C,0
464,43269,1960696500,1451105700,C,0
465,43269,1451109500,1450573024,C,0
466,43269,1451190601,1451185801,C,0
467,43269,1450917600,1450919300,C,0
468,43269,1961237301,1450420704,C,0
469,43269,1960072302,1451166101,C,0
470,43269,1960995000,1450420702,C,0
471,43269,1450002903,1960008901,C,0
472,43269,1451184501,1451069400,C,0
473,43269,1960988700,1960530600,C,0
474,43270,1451191701,1450810606,C,0
475,43270,1450012001,1960694500,C,0
476,43270,1451176401,1451188701,C,0
477,43270,1960049400,1960047901,C,0
478,43270,1451118400,1960991600,C,0
479,43271,1450420900,1960987300,C,0
480,43271,1451175101,1450059200,C,0
481,43271,1451048800,1450815300,C,0
482,43271,1450807501,1961058800,C,0
483,43271,1450995003,1961053200,C,0
484,43271,1960226700,1451102600,C,0
485,43271,1451105600,1450904300,C,0
486,43271,1450004000,1961065200,C,0
487,43272,1450056448,1450812501,C,0
488,43272,1961298101,1960052301,C,0
489,43272,1451192101,1450811405,C,0
490,43272,1960073900,1960075100,C,0
491,43272,1961243601,1961066800,C,0
492,43272,1450905700,1961300601,C,0
493,43272,1961237501,1961055200,C,0
494,43272,1450994202,1960405300,C,0
495,43273,1961254101,1960068601,C,0
496,43273,1961062200,1451083400,C,0
497,43273,1450057106,1450573721,C,0
498,43273,1451175601,1451186501,C,0
499,43273,1451060500,1451172301,C,0
500,43273,1960000714,1961202801,C,0
501,43273,1451186401,1451185601,C,0
502,43273,1450002500,1451138200,C,0
503,43274,1961203801,1451189301,C,0
504,43274,1450053700,1960066600,C,0
505,43274,1451120600,1450063808,C,0
506,43274,1450063801,1450011902,C,0
507,43274,1451096200,1960050500,C,0
508,43275,1960983500,1960530500,C,0
509,43275,1451060300,1450049904,C,0
510,43275,1961233601,1450991300,C,0
511,43275,1450420500,1450069501,C,0
512,43275,1450421700,1450811204,C,0
513,43275,1451116500,1451078900,C,0
514,43275,1961264301,1451190801,C,0
515,43275,1451081700,1450813505,C,0
516,43276,1451113400,1960003504,C,0
517,43276,1451102200,1960988800,C,0
518,43276,1450916200,1960049300,C,0
519,43276,1450422112,1960984100,C,0
520,43276,1451142700,1451087300,C,0
521,43276,1450335700,1450056450,C,0
522,43276,1960068701,1961198801,C,0
523,43276,1451165601,1451072900,C,0
524,43276,1451081700,1961045900,C,0
525,43277,1451164601,1450057800,C,0
526,43277,1451174001,1960002100,C,0
527,43277,1450041000,1450420701,C,0
528,43278,1961155700,1961259201,C,0
529,43278,1451071700,1960984600,C,0
530,43278,1960075200,1960059802,C,0
531,43278,1450919900,1450913400,C,0
532,43278,1451204701,1961203601,C,0
533,43278,1961297901,1451191701,C,0
534,43278,1961296301,1451117800,C,0
535,43278,1961299501,1961301101,C,0
536,43279,1451100400,1960984100,C,0
537,43279,1961060700,1960047602,C,0
538,43279,1450014600,1450572802,C,0
539,43279,1451114900,1451177301,C,0
540,43279,1961054000,1450573503,C,0
541,43279,1960068200,1451153900,C,0
542,43279,1961203701,1960009900,C,0
543,43279,1451068000,1451162101,C,0
544,43280,1451098200,1451186401,C,0
545,43280,1961259801,1961243801,C,0
546,43280,1961290601,1451090400,C,0
547,43280,1451105700,1961062000,C,0
548,43280,1961266201,1960060201,C,0
549,43280,1450011601,1451204901,C,0
550,43281,1451106900,1960070104,C,0
551,43281,1450815400,1450572901,C,0
552,43281,1960065001,1960009001,C,0
553,43281,1451182501,1960066000,C,0
554,43281,1960079000,1450003004,C,0
555,43281,1961290501,1451056000,C,0
556,43281,1450573201,1451095500,C,0
557,43281,1961028800,1960069000,C,0
558,43282,1451203601,1960047602,C,0
559,43282,1450012200,1960983900,C,0
560,43282,1961230901,1451083500,C,0
561,43282,1961206901,1960995500,C,0
562,43282,1450807501,1450573716,C,0
563,43282,1960002200,1960918900,C,0
564,43283,1961258501,1960073200,C,0
565,43283,1960064202,1960065800,C,0
566,43283,1450047804,1451178801,C,0
567,43283,1450808401,1450926900,C,0
568,43283,1961056700,1451117700,C,0
569,43283,1961053100,1960986600,C,0
570,43283,1451090600,1451184701,C,0
571,43283,1451178301,1450065801,C,0
572,43283,1961066600,1451173301,C,0
573,43284,1451093500,1451086800,C,0
574,43284,1451054300,1960048900,C,0
575,43284,1451096700,1451101100,C,0
576,43284,1961054100,1960064201,C,0
577,43284,1450915100,1450674300,C,0
578,43285,1450056444,1961054800,C,0
579,43285,1451097300,1450002906,C,0
580,43285,1450573404,1450058900,C,0
581,43285,1450927900,1960075500,C,0
582,43285,1451054800,1960051701,C,0
583,43285,1960985000,1450003002,C,0
584,43286,1450674200,1961071700,C,0
585,43286,1961174500,1960005000,C,0
586,43286,1451196301,1451173401,C,0
587,43286,1960068402,1961268101,C,0
588,43286,1450992800,1451188201,C,0
589,43286,1451161001,1451116000,C,0
590,43286,1451154901,1961069600,C,0
591,43286,1960077000,1451191601,C,0
592,43287,1450808100,1451069900,C,0
593,43287,1450906600,1450014000,C,0
594,43287,1960695200,1960696500,C,0
595,43287,1450420100,1961030800,C,0
596,43287,1960072002,1960065700,C,0
597,43287,1450994702,1451172901,C,0
598,43288,1451180701,1961233301,C,0
599,43288,1960000816,1451088300,C,0
600,43288,1961074700,1961233201,C,0
601,43288,1450811706,1450054900,C,0
602,43288,1450053700,1451155301,C,0
603,43288,1450056449,1961067500,C,0
604,43288,1451058100,1450573214,C,0
605,43288,1961056100,1451080900,C,0
606,43289,1961299501,1960080303,C,0
607,43289,1451116000,1451195701,C,0
608,43289,1960077300,1450421200,C,0
609,43289,1960075002,1960073401,C,0
610,43289,1451091400,1450808302,C,0
611,43289,1450008303,1451161001,C,0
612,43290,1960067200,1960068601,C,0
613,43290,1961300301,1450915600,C,0
614,43290,1961299401,1451164501,C,0
615,43290,1960993100,1450573021,C,0
616,43290,1450929700,1450055100,C,0
617,43291,1960071601,1960694700,C,0
618,43291,1450063806,1450048700,C,0
619,43291,1450339100,1450810606,C,0
620,43291,1450593900,1450593700,C,0
621,43291,1961060500,1450012600,C,0
622,43291,1960243401,1960071601,C,0
623,43291,1450920100,1960984900,C,0
624,43291,1451163101,1450922500,C,0
625,43291,1960241900,1960078800,C,0
626,43291,1960053700,1960985600,C,0
627,43292,1960530500,1961264701,C,0
628,43292,1450046501,1960004700,C,0
629,43293,1451139100,1960695000,C,0
630,43293,1450911800,1960068502,C,0
631,43293,1451186501,1451051600,C,0
632,43293,1960075400,1961265001,C,0
633,43293,1960991800,1960009511,C,0
634,43293,1961069700,1961045500,C,0
635,43293,1960053500,1960070400,C,0
636,43294,1960218800,1961199901,C,0
637,43294,1450335700,1451191401,C,0
638,43294,1450808302,1960048002,C,0
639,43294,1961200501,1451154000,C,0
640,43294,1451088100,1451101500,C,0
641,43294,1450069501,1451138700,C,0
642,43294,1451051800,1451203101,C,0
643,43294,1451138900,1960052800,C,0
644,43294,1960061200,1960067902,C,0
645,43294,1451192601,1451055200,C,0
646,43294,1960048900,1960064800,C,0
647,43295,1451139100,1450813505,C,0
648,43295,1450420602,1450050103,C,0
649,43295,1451114500,1450069200,C,0
650,43295,1450053700,1450912300,C,0
651,43295,1961252901,1961200901,C,0
652,43295,1960053900,1960077700,C,0
653,43295,1451089400,1450056355,C,0
654,43296,1960069100,1450910400,C,0
655,43297,1451181901,1450059800,C,0
656,43297,1960051502,1451156001,C,0
657,43297,1450811803,1451069400,C,0
658,43297,1450812203,1961053100,C,0
659,43297,1961297601,1450057206,C,0
660,43297,1450002500,1450041000,C,0
661,43297,1451180701,1960405202,C,0
662,43297,1450011704,1451158301,C,0
663,43297,1961055800,1450573212,C,0
664,43298,1961261001,1961302501,C,0
665,43298,1450336300,1961208001,C,0
666,43298,1451075000,1450995006,C,0
667,43298,1451084200,1961059200,C,0
668,43298,1450421300,1960065500,C,0
669,43298,1961237301,1961257301,C,0
670,43298,1450339900,1451068900,C,0
671,43299,1960063900,1961262901,C,0
672,43299,1451171601,1451183901,C,0
673,43299,1450055400,1451093800,C,0
674,43299,1450059600,1451099800,C,0
675,43299,1451116300,1450010900,C,0
676,43299,1960053500,1960000402,C,0
677,43299,1451079000,1961066300,C,0
678,43299,1961262701,1960000812,C,0
679,43299,1451107400,1450573213,C,0
680,43299,1451049100,1450049400,C,0
681,43299,1960984600,1961244201,C,0
682,43300,1451078900,1450994600,C,0
683,43300,1451162301,1450991300,C,0
684,43300,1450004000,1450040900,C,0
685,43300,1961203301,1450068100,C,0
686,43300,1451074200,1960049500,C,0
687,43300,1451192801,1451083500,C,0
688,43300,1451152900,1450421300,C,0
689,43300,1961294501,1450057208,C,0
690,43300,1960057600,1960058900,C,0
691,43301,1961295001,1451179701,C,0
692,43301,1451163701,1450809600,C,0
693,43301,1450421900,1450063100,C,0
694,43301,1451095400,1450056900,C,0
695,43302,1960080402,1960072401,C,0
696,43302,1961048000,1960057001,C,0
697,43302,1451048000,1450926400,C,0
698,43302,1960061600,1961266101,C,0
699,43302,1960405400,1451086400,C,0
700,43302,1451172101,1451084000,C,0
701,43303,1450814400,1451082700,C,0
702,43303,1450814800,1451103900,C,0
703,43303,1961200901,1451064600,C,0
704,43303,1451098900,1451184801,C,0
705,43303,1961045100,1451093000,C,0
706,43303,1450420703,1961059600,C,0
707,43303,1960070104,1961045300,C,0
708,43304,1450922200,1451190301,C,0
709,43304,1960006104,1961266101,C,0
710,43304,1960048002,1960071606,C,0
711,43304,1451140000,1451172001,C,0
712,43304,1451156401,1451173801,C,0
713,43304,1451178601,1960070104,C,0
714,43304,1450059400,1450903900,C,0
715,43304,1961058100,1961044000,C,0
716,43304,1450677300,1961256101,C,0
717,43305,1960990500,1961243801,C,0
718,43305,1961299101,1961295201,C,0
719,43305,1451071800,1451155201,C,0
720,43305,1451163401,1451156801,C,0
721,43305,1451139200,1451048000,C,0
722,43305,1960243402,1960531200,C,0
723,43305,1451052500,1451098500,C,0
724,43305,1961072500,1960983300,C,0
725,43305,1451093000,1450573318,C,0
726,43305,1450067900,1960009700,C,0
727,43306,1450573720,1450056357,C,0
728,43306,1961056700,1961045700,C,0
729,43306,1451140000,1960047800,C,0
730,43306,1960003603,1960001900,C,0
731,43306,1961199301,1961237401,C,0
732,43307,1960001501,1450904400,C,0
733,43307,1450814300,1961057400,C,0
